time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	COG_Vx	COG_Vy	
0.025	0.00244559	0.0631691	0.222541	0.0162332	-0.000405933	5.81828e-05	-0.000795978	0.0835643	6.30214e-05	0.0196185	-0.0699617
0.05	0.00296216	0.0613163	0.222542	0.0162344	-0.000409851	5.79184e-05	-0.000794682	0.08356	6.27746e-05	0.0218359	-0.0787556
0.075	0.00353009	0.0592578	0.222543	0.0162356	-0.000414202	5.76394e-05	-0.000793255	0.0835551	6.25169e-05	0.0237449	-0.0864987
0.1	0.00414175	0.0570195	0.222543	0.016237	-0.000418931	5.73538e-05	-0.000791716	0.0835499	6.22563e-05	0.025349	-0.0931921
0.125	0.00478963	0.0546276	0.222544	0.0162385	-0.000423983	5.70687e-05	-0.000790084	0.0835443	6.20001e-05	0.0266516	-0.098837
0.15	0.00546706	0.0521068	0.222544	0.01624	-0.000429306	5.67889e-05	-0.000788375	0.0835384	6.17531e-05	0.0276564	-0.103435
0.175	0.0061639	0.0494878	0.222546	0.0162327	-0.000424604	6.28053e-05	-0.000786612	0.0835322	6.15263e-05	0.0283668	-0.106986
0.2	0.0068758	0.0467917	0.222546	0.0162345	-0.000430927	6.2533e-05	-0.00078481	0.0835259	6.13222e-05	0.0287863	-0.109493
0.225	0.00759457	0.0440461	0.222546	0.0162363	-0.000437366	6.22863e-05	-0.000782988	0.0835194	6.11449e-05	0.0289185	-0.110956
0.25	0.00831307	0.0412772	0.222546	0.0162381	-0.00044386	6.20688e-05	-0.000781163	0.0835129	6.09973e-05	0.0287668	-0.111377
0.275	0.00902429	0.0385107	0.222546	0.0162399	-0.000450349	6.18828e-05	-0.000779353	0.0835065	6.0881e-05	0.0283348	-0.110756
0.3	0.00972131	0.0357726	0.222546	0.0162417	-0.000456774	6.17296e-05	-0.000777575	0.0835	6.07967e-05	0.0276259	-0.109096
0.325	0.0103973	0.0330887	0.222546	0.0162434	-0.000463073	6.16089e-05	-0.000775848	0.0834937	6.07436e-05	0.0266437	-0.106396
0.35	0.0110454	0.030485	0.222546	0.0162451	-0.000469186	6.15199e-05	-0.000774188	0.0834876	6.07199e-05	0.0253917	-0.102659
0.375	0.011659	0.0279872	0.222545	0.0162466	-0.000475053	6.14603e-05	-0.000772613	0.0834817	6.07228e-05	0.0238734	-0.0978853
0.4	0.0122316	0.0256212	0.222545	0.0162481	-0.000480615	6.14272e-05	-0.00077114	0.0834762	6.07488e-05	0.0220923	-0.0920765
0.425	0.0127566	0.0234126	0.222544	0.0162494	-0.000485809	6.14164e-05	-0.000769785	0.083471	6.07931e-05	0.0200519	-0.0852336
0.45	0.0132276	0.0213871	0.222544	0.0162507	-0.000490575	6.14242e-05	-0.000768566	0.0834662	6.08511e-05	0.0177557	-0.0773579
0.475	0.0136383	0.0195706	0.222543	0.0162517	-0.000494852	6.14453e-05	-0.0007675	0.083462	6.09171e-05	0.0152073	-0.0684506
0.5	0.0139825	0.0179886	0.222542	0.0162526	-0.00049858	6.14748e-05	-0.000766602	0.0834582	6.09854e-05	0.0124101	-0.0585128
0	0.0139825	0.0179886	0.222542	0.0162526	-0.00049858	6.14748e-05	-0.000766602	0.0834582	6.09854e-05	0.0170892	-0.0601157
0.025	0.014382	0.0166136	0.222543	0.0162536	-0.000501798	6.12497e-05	-0.000722758	0.0834511	0.000451711	0.0150716	-0.0506004
0.05	0.0147366	0.0154594	0.222547	0.0162544	-0.000504457	6.05455e-05	-0.000427048	0.0834216	0.00158552	0.0134243	-0.0423287
0.075	0.0150556	0.0144975	0.222553	0.0162548	-0.00050662	5.94355e-05	0.000347901	0.083349	0.00335143	0.012107	-0.0350971
0.1	0.015347	0.0137044	0.222562	0.0162549	-0.000508344	5.80339e-05	0.00178254	0.0832167	0.0055766	0.0110872	-0.0287281
0.125	0.0156182	0.0130604	0.222571	0.0162547	-0.000509682	5.64852e-05	0.00399274	0.0830142	0.00804323	0.0103398	-0.0230651
0.15	0.0158758	0.0125499	0.22258	0.0162541	-0.000510683	5.49509e-05	0.00701844	0.0827378	0.0105099	0.00984656	-0.017969
0.175	0.0161258	0.0121603	0.222588	0.0162532	-0.00051139	5.35937e-05	0.0108198	0.082391	0.0127351	0.0095953	-0.0133144
0.2	0.016374	0.0118821	0.222594	0.016252	-0.000511843	5.25607e-05	0.0152809	0.0819845	0.0145012	0.00957984	-0.00898698
0.225	0.0166257	0.0117087	0.222598	0.0162507	-0.000512073	5.19675e-05	0.0202214	0.0815345	0.0156352	0.00979981	-0.00488046
0.25	0.0168863	0.0116359	0.2226	0.0162494	-0.000512102	5.18847e-05	0.0254139	0.0810618	0.0160262	0.0102606	-0.000893869
0.275	0.0171615	0.0116618	0.222599	0.0162481	-0.000511939	5.2329e-05	0.0306066	0.0805893	0.0156358	0.0109736	0.00307075
0.3	0.017457	0.0117874	0.222595	0.0162469	-0.000511583	5.3261e-05	0.0355473	0.0801399	0.0145025	0.0119562	0.00711084
0.325	0.0177794	0.0120156	0.222588	0.016246	-0.000511024	5.45906e-05	0.0400087	0.0797344	0.012737	0.0132327	0.0113257
0.35	0.0181361	0.0123522	0.22258	0.0162453	-0.000510237	5.6187e-05	0.0438104	0.0793891	0.0105122	0.0148343	0.0158188
0.375	0.0185354	0.0128054	0.222571	0.0162451	-0.000509194	5.78941e-05	0.0468367	0.0791148	0.00804584	0.0168005	0.0207008
0.4	0.0189869	0.0133863	0.222562	0.0162453	-0.000507856	5.95469e-05	0.0490474	0.0789149	0.00557943	0.0191796	0.0260914
0.425	0.0195016	0.0141092	0.222555	0.0162459	-0.000506178	6.09881e-05	0.0504827	0.0787861	0.00335437	0.02203	0.0321232
0.45	0.0200924	0.0149918	0.222548	0.016247	-0.000504106	6.20823e-05	0.0512584	0.0787177	0.00158847	0.0254218	0.0389445
0.475	0.0207743	0.0160557	0.222545	0.0162484	-0.000501582	6.27286e-05	0.0515549	0.0786933	0.00045461	0.0294384	0.0467229
0.5	0.0215645	0.017327	0.222544	0.0162503	-0.000498535	6.28693e-05	0.0515996	0.0786925	6.3792e-05	0.0341784	0.0556494
0	0.0215645	0.017327	0.222544	0.0162503	-0.000498535	6.28693e-05	0.0515996	0.0786925	6.3792e-05	0.0341784	0.0556494
0.025	0.0224769	0.0188271	0.222545	0.0162524	-0.000494928	6.27465e-05	0.0516016	0.0786961	6.36168e-05	0.039049	0.064741
0.05	0.0235039	0.0205415	0.222546	0.0162547	-0.000490809	6.26209e-05	0.051604	0.0787002	6.34317e-05	0.0433841	0.0728735
0.075	0.0246322	0.0224465	0.222547	0.0162573	-0.000486236	6.24991e-05	0.0516066	0.0787048	6.32441e-05	0.0471854	0.080047
0.1	0.0258485	0.024518	0.222548	0.0162601	-0.000481269	6.23874e-05	0.0516094	0.0787098	6.3061e-05	0.0504546	0.0862617
0.125	0.0271396	0.0267323	0.222548	0.0162631	-0.000475965	6.22918e-05	0.0516123	0.0787151	6.28891e-05	0.0531936	0.0915178
0.15	0.0284922	0.0290656	0.222549	0.0162662	-0.000470381	6.22174e-05	0.0516154	0.0787207	6.27343e-05	0.0554041	0.0958154
0.175	0.0298933	0.0314939	0.22255	0.0162694	-0.000464575	6.21685e-05	0.0516186	0.0787265	6.26018e-05	0.0570878	0.0991548
0.2	0.0313298	0.0339934	0.22255	0.0162727	-0.000458603	6.21487e-05	0.0516219	0.0787325	6.24958e-05	0.0582465	0.101536
0.225	0.0327887	0.0365402	0.222551	0.0162761	-0.000452523	6.21603e-05	0.0516253	0.0787386	6.24194e-05	0.0588819	0.102959
0.25	0.0342568	0.0391106	0.222551	0.0162794	-0.000446391	6.22044e-05	0.0516286	0.0787448	6.23747e-05	0.0589959	0.103425
0.275	0.0357213	0.0416807	0.222551	0.0162828	-0.000440263	6.22811e-05	0.051632	0.0787509	6.23625e-05	0.0585901	0.102932
0.3	0.0371692	0.0442265	0.222551	0.0162861	-0.000434195	6.23891e-05	0.0516353	0.078757	6.23823e-05	0.0576663	0.101482
0.325	0.0385877	0.0467244	0.222551	0.0162894	-0.000428244	6.2526e-05	0.0516386	0.0787629	6.24327e-05	0.0562262	0.0990754
0.35	0.039964	0.0491504	0.222551	0.0162926	-0.000422466	6.26883e-05	0.0516417	0.0787687	6.25107e-05	0.0542717	0.0957111
0.375	0.0412852	0.0514808	0.22255	0.0162956	-0.000416916	6.28712e-05	0.0516448	0.0787743	6.26126e-05	0.0518045	0.0913898
0.4	0.0425386	0.0536917	0.22255	0.0162985	-0.000411651	6.30692e-05	0.0516477	0.0787796	6.27337e-05	0.0488263	0.0861117
0.425	0.0437115	0.0557594	0.222549	0.0163012	-0.000406728	6.32758e-05	0.0516504	0.0787845	6.28681e-05	0.0453389	0.0798768
0.45	0.0447912	0.0576599	0.222549	0.0163037	-0.000402202	6.34839e-05	0.0516529	0.0787891	6.30099e-05	0.041344	0.0726855
0.475	0.0457653	0.0593695	0.222548	0.016306	-0.00039813	6.36858e-05	0.0516552	0.0787931	6.31519e-05	0.0368434	0.0645378
0.5	0.046621	0.0608644	0.222548	0.016308	-0.000394568	6.38739e-05	0.0516571	0.0787967	6.32876e-05	0.0318389	0.0554338
0	0.046621	0.0608644	0.222548	0.016308	-0.000394568	6.38739e-05	0.0516571	0.0787967	6.32876e-05	0.0341784	0.0556494
0.025	0.0474141	0.0621361	0.222549	0.0163675	-0.000393984	0.000454705	0.051659	0.0787997	6.31559e-05	0.0296733	0.0467445
0.05	0.0481052	0.0632008	0.222552	0.0167663	-0.000408356	0.0015886	0.0516604	0.0788023	6.25264e-05	0.0258974	0.0389883
0.075	0.0487119	0.0640849	0.222558	0.0178108	-0.0004507	0.00335457	0.0516613	0.0788044	6.14677e-05	0.022758	0.0321903
0.1	0.0492496	0.0648099	0.222566	0.019744	-0.000531349	0.00557977	0.0516617	0.0788061	6.009e-05	0.0201778	0.0261834
0.125	0.0497317	0.0653936	0.222575	0.022722	-0.000656929	0.00804639	0.0516615	0.0788074	5.85357e-05	0.0180935	0.0208199
0.15	0.0501698	0.0658481	0.222583	0.0268014	-0.000844231	0.0105089	0.0516609	0.0788085	5.69675e-05	0.0164539	0.0159681
0.175	0.0505748	0.0661905	0.222591	0.031924	-0.00106202	0.0127346	0.0516598	0.0788093	5.55534e-05	0.0152186	0.0115087
