L_C_roll	L_A_roll	L_Linear	
0	0	0.00968985	
0	0	0.0083154	
0	0	0.00700968	
0	0	0.00591012	
0	0	0.00494801	
0	0	0.00412334	
0	0	0.00226784	
0	0	0.000962113	
0	0	0.000137445	
0	0	-0.00178678	
0	0	-0.00261145	
0	0	-0.00426079	
0	0	-0.00481056	
0	0	-0.00529162	
0	0	-0.00611629	
0	0	-0.00611629	
0	0	-0.00694096	
0	0	-0.0076969	
0	0	-0.00817796	
0	0	-0.00845285	
0	0	-0.0089339	
0	0	-0.00900263	
0	0	-0.00927752	
0	0	-0.00996474	
0	0	-0.011133	
0	0	-0.0110643	
0	0	-0.0113392	
0	0	-0.011889	
0	0	-0.0121639	
0	0	-0.0121639	
0	0	-0.0121639	
0	0	-0.0121639	
0	0	-0.0121639	
0	0	-0.0127824	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0127136	
0	0	-0.0126449	
0	0	-0.0126449	
0	0	-0.01237	
0	0	-0.0119577	
0	0	-0.011889	
0	0	-0.0119577	
0	0	-0.0109956	
0	0	-0.0107894	
0	0	-0.010652	
0	0	-0.0102396	
0	0	-0.00962113	
0	0	-0.00948368	
0	0	-0.0089339	
0	0	-0.00865901	
0	0	-0.00845285	
0	0	-0.00790307	
0	0	-0.00762818	
0	0	-0.00755946	
0	0	-0.00742201	
0	0	-0.00714712	
0	0	-0.00687223	
0	0	-0.00694096	
0	0	-0.00694096	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00687223	
0	0	-0.00694096	
0	0	-0.00694096	
0	0	-0.00694096	
0	0	-0.00694096	
0	0	-0.00694096	
0	0	-0.00700968	
0	0	-0.00735329	
0	0	-0.00797179	
0	0	-0.00824668	
0	0	-0.00859029	
0	0	-0.00886518	
0	0	-0.00927752	
0	0	-0.00955241	
0	0	-0.0103084	
0	0	-0.0107894	
0	0	-0.0113392	
0	0	-0.0117515	
0	0	-0.01237	
0	0	-0.01237	
0	0	-0.0126449	
0	0	-0.013126	
