time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0	-0.000209665	0.0786595	0.216585	-4.70139e-05	0.000138348	3.22524e-06	-5.14386e-05	0.0993776	1.87064e-06	0.0277819	0.0905962	0.281161	0.000219621	0.100637	0.00274284	-0.000392157	-0.457497	-0.00483842	0	0.0588313	0	0	-0.394913	0	
0.025	-0.000209966	0.0800053	0.216583	-4.70506e-05	0.000143537	3.42389e-06	-5.14856e-05	0.0993807	2.0551e-06	0.0277863	0.0925192	0.281217	0.000176373	0.0769204	0.00220951	-0.00172993	-0.94865	-0.0213331	0	0.0496147	0	0	-0.343867	0	
0.05	-0.000210227	0.081137	0.216582	-4.70805e-05	0.000162441	3.59516e-06	-5.15245e-05	0.0993833	2.21599e-06	0.0277901	0.0941341	0.281266	0.000153416	0.0645939	0.00195845	-0.000918271	-0.493059	-0.0100425	0	0.0415703	0	0	-0.300945	0	
0.075	-0.00021045	0.0820812	0.216581	-4.71043e-05	0.000207887	3.74078e-06	-5.15565e-05	0.0993855	2.35552e-06	0.0277934	0.095476	0.281309	0.000130592	0.0536775	0.00174038	-0.000912967	-0.436656	-0.00872298	0	0.0345082	0	0	-0.265134	0	
0.1	-0.000210635	0.0828603	0.21658	-4.71225e-05	0.000290057	3.86246e-06	-5.15825e-05	0.0993872	2.47579e-06	0.0277961	0.0965746	0.281348	0.000108254	0.0439434	0.0015531	-0.000893503	-0.389365	-0.00749097	0	0.0282614	0	0	-0.235588	0	
0.125	-0.000210783	0.0834928	0.216579	-4.71356e-05	0.000415497	3.96179e-06	-5.16031e-05	0.0993886	2.57861e-06	0.0277983	0.0974546	0.281383	8.66706e-05	0.0352009	0.00139103	-0.000863353	-0.349699	-0.00648311	0	0.0226824	0	0	-0.211608	0	
0.15	-0.000210897	0.0839936	0.216579	-4.7144e-05	0.000586479	4.04027e-06	-5.1619e-05	0.0993897	2.66543e-06	0.0277999	0.0981368	0.281414	6.60516e-05	0.0272887	0.00124637	-0.000824759	-0.316488	-0.00578631	0	0.0176394	0	0	-0.192628	0	
0.175	-0.000210977	0.0843745	0.216578	-4.71482e-05	0.000800786	4.09929e-06	-5.16307e-05	0.0993905	2.73728e-06	0.0278011	0.0986385	0.281442	4.65578e-05	0.0200668	0.00111024	-0.000779752	-0.288877	-0.0054453	0	0.0130131	0	0	-0.1782	0	
0.2	-0.000211027	0.0846445	0.216578	-4.71486e-05	0.00105193	4.14004e-06	-5.16385e-05	0.0993911	2.79473e-06	0.0278018	0.0989737	0.281466	2.82891e-05	0.0134089	0.000973528	-0.000730747	-0.266316	-0.00546831	0	0.00869434	0	0	-0.167982	0	
0.225	-0.000211047	0.08481	0.216578	-4.71456e-05	0.00132979	4.16358e-06	-5.16427e-05	0.0993914	2.83789e-06	0.0278021	0.0991536	0.281487	1.12696e-05	0.00719541	0.00082773	-0.000680781	-0.248539	-0.00583192	0	0.00458099	0	0	-0.161733	0	
